"name","orgininalName","cas","dcb","code","pharmacy"
lactobacillus helveticus,lact helveticus,,,9626,b
lactobacillus infantis,lactobacillus infantis,,,9865,a
lactobacillus infantis,bifidum bacterium infantis,,,7996,c
lactobacillus johnsonii,lactobacillus johnsonii 25/07/,,,11640,a
lactobacillus johnsonii ,lactobacillus johnsonii 25/07/,,,11641,a
lactobacillus johnsonii,lactob jhonsonii,,,8285,c
lactobacillus lactis,lactobacillus lactis,,,8596,b
lactobacillus lactis,lactobacillus lactis,,,11703,a
lactobacillus longum,lactobacillus longum,,,9352,a
lactobacillus paracasei,lactobacillus paracasei,,,8595,b
lactobacillus paracasei,lactobacillus paracasei,,,12160,a
lactobacillus plantarum,lactobacillus plantarum,,,8103,b
lactobacillus plantarum gelade,lactobacillus plantarum 05/08/,,,9305,a
lactobacillus reuteri,lactobacillus reuteri,,,61945,a
lactobacillus reuteri,lactobacillus reuteri,,,8132,b
lactobacillus rhaminosus,lactobacillus  rhaminosus,,,13613,a
lactobacillus rhammnosus,lactob.rhamnosus,,,11292,b
lactobacillus sakei (falta),lactobacillus sakei (falta),,,13345,b
lactobacillus salivaris,lactobacillus salivaris,,,8104,b
lactobacillus sporogenes,lactobacillus sporogenes,,,9392,b
lactobacillus sporogenes,bacillus coagulans,,,9999,c
lactobacilos acidofilos,lactob acidofillus,,,8289,c
lactobacilos adolescentes,bifidobacterium adolecentis,,,11218,b
lactobacilos bulgaricos,lactob.delbrueckii,,,13854,b
lactobacilos bulgaricos,lactob bulgaricus,,,8293,c
lactobacilos casei,lactobacillus paracasei,,,13910,b
lactobacilos clausi,bacillus clausii,,,13931,b
lactobacilos delbruecki bulgar,lactob.delbrueckii,,,11900,b
lactobacilos helveticus,lactob helveticus,,,8284,c
lactobacilos vivian,vivian,,,11180,b
lactobacilus,bifidobacterium bifidu,,,77008,b
lactobacilus casei,lactobacillus paracasei,,,13913,b
lactobacilus salivarus,lactobacilus salivarius,,,12811,a
lactobacilus termophilus,streptococcus thermophilus,,,10287,b
lactococcus lactis,lactobacillus lactis,,,11383,b
lactococcus lactis,lactob lactis,,,11544,c
lactoferin ,bioferrin,,,12624,b
lactoferrin ,bioferrin,,,12623,b
lactoferrina sob enc,lactoferrina sob enc,,,13146,a
lactofit,lactofit,,,10074,b
lactokine fluid ,aminoacidos da seda,,,4501,a
lactokyne,lactokyne,,,81206,b
lactolicopeno,lacto-licopeno,,,15414,b
lactose,lactose,,,54422,b
lactose and milk protein,modukine,,,14098,b
lactose hidratada  ,lactose monohidratada acabou,"5989811","05146",7506,a
lactose homeo,lactose homeo,,,12157,b
lactose mono hidratada,lactose monohidratada acabou,"5989811","05146",7505,a
lactose monohidratada acabou,lactose monohidratada acabou,"5989811","05146",54422,a
lactosol,aminoacidos do leite,,,3200,b
lactospores,lactobacillus sporogenes,,,11169,b
lactuca homeo,lactuca homeo,,,15383,b
ladie's tresses,ladie's tresses,,,11053,b
lady s mantle floral (cal),lady s mantle floral (cal),,,7065,b
ladys slippers floral (cal),ladys slippers floral (cal),,,5151,b
lagerstroemia speciosa,banaba leaf,,,8226,b
lami japonica,fucoxantina 10%,"3351868",,12555,a
laminaria,fucoxantina,,,10632,b
laminaria (s) ,fucus ext seco,,,8110,a
laminaria japonica,fucoxantina 10%,"3351868",,12556,a
laminaria japonica **,fucoxantina 5%,,,7800,c
laminaria japonica fucoxantina,fucoxantina,,,5705,b
laminaria japonica iodo,kelp iodine,,,5500,b
laminaria pó,clorella,,,5805,a
lamotrigina,lamotrigina,"84057841","05153",2758,b
lamotrigina (homeo),lamotrigina (homeo),,,12595,b
lamotrigina mp,lamotrigina mp,"84057841","05153",40812,a
lanablue,lanablue,,,11030,c
lanablue,lanablue,,,2231,b
lanachrys (s) ,hidroxiprolisilane,,,10249,a
lanette e,lanette n,,,12695,b
lanette n,lanette n,,,54434,b
lanette o,lanette n,,,64026,b
lanette ws,lanette n,,,70506,b
lanolina,lanolina,,,54616,b
lanolina,lanolina,"8006540","05161",54616,a
lanolina anidra,lanolina,"8006540","05161",63009,a
lanolina anidra,lanolina,,,63009,b
lanolina anidra **,lanolina anidra **,,,6916,c
lanolina etoxilada 50% ,solan 50,"61790816",,36392,a
lanolina inglesa,lanolina,"8006540","05161",954,a
lanolina inglesa,lanolina,,,954,b
lansoprazol pellets,"lanzoprazol pellets 8,5%",,,8988,c
lantana floral (mg),lantana floral (mg),,,6836,b
lanzoprazol  ,lanzoprazol pellets,"103577453","05165",2728,a
lanzoprazol,lanzoprazol,,,65894,b
lanzoprazol pellets,lanzoprazol pellets,"103577453","05165",1509,a
"lanzoprazol pellets 8,5%","lanzoprazol pellets 8,5%",,,6257,c
lapis albus 5ch,lapis albus 5ch,,,7864,b
lapis albus homeo,lapis albus homeo,,,9845,b
laranja amarga,advantra-z,,,5580,b
laranja amarga ,citrus aurantium,"68916041",,10735,a
laranja amarga,citrus aurantium 6%,,,7445,c
laranja moro,morosil,,,11015,b
laranja vermelha moro ext seco,morosil,,,10782,b
larch ,larch fl,,,10153,a
larch *,larch *,,,4118,c
larch fl,larch fl,,,68688,a
larch floral (bach),larch floral (bach),,,7003,b
lariço,larch *,,,8720,c
laringe homeo,laringe homeo,,,7453,b
larix decidua,larch *,,,8719,c
larkspur floralm (cal),larkspur floralm (cal),,,7069,b
lasilium,algisium c,"128973717",,12544,a
lasilium c,lasilium c,,,1107,b
latanoprost,latanoprost,,,8961,b
latanoprost dil em fitalite,latanoprost dil em fitalite,,,15057,b
latanoprost dil trichosol,latanoprost dil trichosol,,,13177,b
latanoprosta cilios e sobranc,latanoprosta sol estoque,,,9348,c
latanoprosta couro cabeludo,latanoprosta puro,"130209824","05175",8428,c
latanoprosta para cabelos,latanoprosta solucao,,,11572,a
latanoprosta para cilios ,latanoprosta solucao,,,8649,a
latanoprosta puro,latanoprosta puro,"130209824","05175",4094,c
latanoprosta sobrancelhas,latanoprosta solucao,,,11573,a
latanoprosta sol estoque,latanoprosta sol estoque,,,9347,c
latanoprosta solucao,latanoprosta solucao,,,7744,a
latanoprosta spray ,latanoprosta solucao,,,11574,a
lathyrus sativus ho,lathyrus sativus ho,,,11149,c
latrix laricina,resistaid,,,11943,b
lauril eter sulf sodio,surfax eve,,,62121,b
lauril eter sulfato sodio,lauril eter sulfato sodio,"1335724","05177",52449,a
lauril eter sulfoccionato de sodio,lauril e sulfossucinato sodio,,,5620,c
lauril s trietanolamin,surfax 40,,,67489,b
lauril sulfato de sodio,lauril sulfato de sodio,,,4891,c
lauril sulfato sodio,lauril sulfato sodio,,,54446,b
lauril sulfato sodio,lauril sulfato sodio,"85586078","05178",54446,a
lauril sulfato sodio po ,lauril sulfato sodio,"85586078","05178",3303,a
lauril sulfato trietanol acabo,lauril sulfato trietanolamina,,,52425,a
laurion bp,surfax eg,,,14078,b
laurion n  ,lauril eter sulfato sodio,"1335724","05177",10477,a
laurion n,laurion n,,,3850,b
laurion sla,laurion sla,,,14373,b
laurocerasus homeo,laurocerasus homeo,,,9885,b
lauromacrogol 400 ,peg 400 liquido acabou,"9002920","05183",21791,a
laurus nobilis floral (sg),laurus nobilis floral (sg),,,3046,b
lavand-foeniculum,pinetonina,,,15487,b
lavanda fl. (sg),lavanda fl. (sg),,,7819,b
lavander (cal),lavander (cal),,,12067,b
lavandula,lavandula,,,3484,b
lavandula floral (mg),lavandula floral (mg),,,6837,b
lavandula officinalis tm,lavandula officinalis tm,,,6638,b
lavender floral (cal),lavender floral (cal),,,7070,b
lavender floral(cal),lavender floral(cal),,,4531,b
laxogenina,laxogenina,,,5782,c
laxogenina vegetal,laxosterone,,,12128,b
laxosterone,laxosterone,,,12071,b
lc alcoolica,alcool 70%,,,24622,a
lc anionica ,locao lanette pronta,,,2528,a
lc base  ,locao lanette pronta,,,2835,a
lc base hidroalcoolica,alcool 70%,,,24623,a
lc blend,silicone lc blend,,,5901,b
lc cremosa  ,locao lanette pronta,,,2839,a
lc hidratante  ,locao lanette pronta,,,2838,a
lc hidroalcoolica,alcool 70%,,,24655,a
lc lanette pronta  ,locao lanette pronta,,,2526,a
lc n ionica pronta ,locao nao ionico pronta,,,2531,a
lc nao ionica para ,locao lanette pronta,,,4816,a
lc nao ionica pronta ,locao nao ionico pronta,,,2530,a
lc nutritiva  ,locao lanette pronta,,,8156,a
lc oil free pronta,lc oil free pronta,,,2842,a
lc p/ bergamota,alcool 70%,,,7162,a
lca,ac hialuronico topico,,,12793,a
lcd,lcd,,,38386,b
lcd,lcd,,,52413,a
lcd,lcd,,,6805,c
lcd 09/04/21,lcd,,,52413,a
lch    ,locao lanette pronta,,,8567,a
lch  ,locao nao ionico pronta,,,8564,a
lecetina de soja,lecetina de soja,,,40794,b
lecetina de soja 500 mg,cap lecitina de soja 500mg,,,5571,b
lecigel,lecigel,,,9836,c
lecigel (aqia),lecigel (aqia),,,9905,b
lecigel base(biotec),lecigel base(biotec),,,8165,b
lecitina de soja po *,lecitina de soja po *,,,6435,c
lecitina de soja top ,iris iso,"90045899",,7847,a
lecitina de soja uso int.,lecitina soja po,"8030760","09542",10637,a
lecitina soja po,lecitina soja po,"8030760","09542",50192,a
lecitina uso interno ,lecitina soja po,"8030760","09542",10636,a
ledum palustre homeo,ledum palustre homeo,,,6023,b
ledum palustre tm,ledum palustre tm,,,6468,b
leflunomida,leflunomida,"75706126","05192",20866,a
legance(pharmaspecial),legance(pharmaspecial),,,10922,b
leite de coco po,leite de coco po,,,10874,c
lemon balm,melissa ext seco,,,11247,c
lemon floral (cal),lemon floral (cal),,,7072,b
lemon grass,ol ess lemon grass wnf,,,13351,b
lemongrass,ol ess lemon grass wnf,,,13350,b
lemongrass,lemongrass,,,5062,a
leonorus cardiaca p. ho,leonorus cardiaca p. ho,,,7620,b
leonorus sibiricus,rubin,,,3313,b
leonotis floral (mg),leonotis floral (mg),,,6838,b
leonurus cardiaca tm,leonurus cardiaca tm,,,6469,b
leonurus sibiricus,rubin,,,4207,b
lepesdeza capitata,lepesdeza capitata,,,10018,b
lepidium meyenii,maca,,,3157,b
lepidium meyenii  ,maca,,,35365,a
lepidium meyenii walpers,maca po,,,9069,c
leque para strip,leque para strip,,,10495,c
less   ,lauril eter sulfato sodio,"1335724","05177",706,a
letrozol,letrozol,,,13164,b
letrozol 1/100,letrozol 1/100,,,14738,b
leucantha floral (sg),leucantha floral (sg),,,3019,b
leucina,leucina,,,54471,b
leucina 40%+isole 30%+valin30%,bcaa,,,5905,b
leucina l,l leucina,,"05215",7615,c
leucina l,leucina l 17/07/21,"61905","05215",54471,a
leucoantocianidina,picnogenol,,,68494,b
leucoantocianidina,semente de uva ext seco,,,12079,c
leucoantocianidina (vitis),leucoantocianidina (vitis),"85594372","10770",1354,a
leucocitos homeo,leucocitos homeo,,,14633,b
leucotomos polipodium,polypodium leucotomos,,,2994,b
levedo cerveja,levedo cerveja,,,54483,a
levedo cerveja,levedura de cerveja,,,5743,b
levedo cerveja 24/05/21,levedo cerveja,,,54483,a
levedo de cerveja,levedo cerveja,,,13690,a
levedo de cerveja,levedo de cerveja,,"09486",6586,c
levedo de cerveja,levedura de cerveja,,,5740,b
levedura cerveja ,levedo cerveja,,,63010,a
levedura de cerveja,levedo cerveja,,,13689,a
levedura de cerveja em po,levedura de cerveja,,,5741,b
levedura de cerveja po,levedo de cerveja,,"09486",10561,c
levedura de selenio,exselen,,,10799,b
levedura medicinal,levedo de cerveja,,"09486",8302,c
levedura medicinal,levedo cerveja,,,40924,a
levetiracetam homeo,levetiracetam homeo,,,13749,b
levico homeo,levico homeo,,,13038,b
levitate floral (mg),levitate floral (mg),,,6840,b
levo mentol ,mentol - l,"2216515","05643",10648,a
levocarnitina,l carnitina,,,7985,c
levocarnitina base ,carnitina l base,"541151","05242",2465,a
levoescopolamina ,hioscina,"149644","03517",21792,a
levofloxacina(nao temos),levofloxacina(nao temos),"100986854","05257",80779,b
levofolinato calcio  ,folinato calcio 20/07/2021,"1492188","00197",21793,a
levolisina,l lisina,,"05350",7986,c
levothyroxine sodica,t4 tetraiodotronina dil 1/1000,,,3934,b
levotiroxina,tetraiodotironina 1:100,,,8790,c
levotiroxina humana e vet,t4 diluido 1 : 100,,,4490,a
levotiroxina sodica p/ hum vet,t4 diluido 1 : 100,,,4498,a
levulose ,frutose acabou,"57487","04321",62856,a
levulose,frutose,,,62856,b
lha,alcool 70 % (manip),,,14998,b
lha,alcool 70%,,,2828,a
libifem,testofen,,,12283,b
licaps cafeina/tcm,cap oleosa licaps cafeina/tcm,,,11236,c
licium barbarum,goji berry,,,5694,b
licopene ,lycopene extract,"502658","09488",8101,a
licopeno ,lycopene extract,"502658","09488",8103,a
licopeno,licopeno ext seco,,,7478,c
licopeno 10%,licopeno 10%,,,5702,b
licopeno ext seco,licopeno ext seco,,,7100,c
licor carb detergens,lcd,,,60124,a
licor carbonis deterg.,lcd,,,38398,b
licor carbonis detergens,lcd,,,10512,a
licor carbonis detergens **,lcd,,,7747,c
licor hoffmam,licor hoffmam,,,38520,b
licorice,licorice,,,77707,b
licorice ext seco 30%,licorice ext seco 30% acabou,,,7268,a
licorice ext seco 30% 24/04/21,licorice ext seco 30% acabou,,,7268,a
licorice ext seco interno,licorice ext seco 30% acabou,,,39776,a
licorice interno ,licorice ext seco 30% acabou,,,39777,a
lidocaina base,lidocaina base,"137586","05313",11224,c
lidocaina cloridrato (pf) ,lidocaina hcl (pc-pf)policias,"6108050","05314",5815,a
lidocaina hcl,lidocaina hcl,,,54513,b
lidocaina hcl (pc-pf)policias,lidocaina hcl (pc-pf)policias,"6108050","05314",54513,a
lidocaina nao pode spray ,lidocaina hcl (pc-pf)policias,"6108050","05314",4057,a
life nutrient out,ln2out( venceu),,,10855,b
life nutrient out,ln-2 out uso topico acabou,,,3505,a
life skin *,life skin *,,,9619,c
lifeskin,lifeskin,,,8133,b
lifesolic,lifesolic,,,6550,c
lifesolic,lifesolic,,,11338,b
lifesolic (viafarma) sob enc,lifesolic,,,12693,a
liftessence acabou,liftessence acabou,,,1359,a
liftessence(biotec),liftessence(biotec),,,10805,b
liftiline,liftiline,,,65663,b
liftiline acabou,liftline acabou,,"03991",7068,a
liftline acabou,liftline acabou,,"03991",23066,a
liftonim expert,liftonim expert,,,14847,b
liftonim express,liftonim express,,,11553,b
ligamento do joelho homeo,ligamento do joelho homeo,,,13138,b
ligamento homeo,ligamento homeo,,,8022,b
ligamento vertebral homeo,ligamento vertebral homeo,,,14584,b
ligandrol,ligandrol,,,12964,b
lilium floral (mg),lilium floral (mg),,,6842,b
lilium tigrinum homeo,lilium tigrinum homeo,,,8505,b
limao floral (sg),limao floral (sg),,,3842,b
limpidus floral (mg),limpidus floral (mg),,,6843,b
linfonodo homeo,linfonodo homeo,,,13299,b
linseed,luxesense,,,14452,b
linum usiatissimum,luxesense,,,14451,b
lion s mane,lion s mane,,,12377,b
liotironina,triiodotironina 1:100,"55061","05338",9713,c
liotironina ,t3 diluido  1 : 100,,,5529,a
liotironina sodica,t3 diluido 1 / 1000,,,10729,b
liotiroxina  ,t3 diluido  1 : 100,,,5242,a
liotiroxina sodica  ,t3 diluido  1 : 100,,,5243,a
lip balm,phyto poma,,,10429,c
lipase,lipase,,,6846,c
lipase,lipase,,,50106,b
lipase,lipase,"9001621","07763",62194,a
lipase 9 m+ amil138 m+prot 108,pancreatina,,,11098,b
lipex 512 ,manteiga karite,"91080238",,6972,a
lipex canola ,triglicerideos caprico/capril,,,10226,a
lipex shea,manteiga de karite,,,9827,c
lipex shea,lipex shea,,,9906,b
lipex shea betaina,lipex shea betaina,,,9188,b
lipex shea wl ,manteiga karite,"91080238",,5025,a
lipo 2 p transd,transcutol p *,,,11019,c
lipo os 20,lipo ps 20,,,11821,b
lipo ps 20,lipo ps 20,,,11749,b
lipo ps 20,lipo ps 20,,,9371,c
lipo versagel,lipo versagel,,,2814,b
lipo2,lipo2,,,3152,b
lipo2 p transd,transcutol p *,,,11020,c
lipoacid c (s) ,thalaspheres vit c,"94945047",,12289,a
lipoaminoacidos,colageno em po,,,72266,b
lipobelle soyaglican  ,iris iso,"90045899",,7821,a
lipocontrol,liporeductyl,,,2584,b
lipodermol,ol acai,,,2871,b
lipolin,ol rosa mosqueta,,,44611,b
lipolysse,cafeisilane c,,,7900,c
liponutrium hair,liponutrium hair,,,12603,b
liporeductyl,liporeductyl,,,1477,b
lipos.c/gincobiloba,lipos.c/gincobiloba,,,44600,b
liposs coenz q10,lipossomas co q10,,,11203,c
lipossoma,lipossomos ae,,,8278,b
lipossoma coenzima q10,lipossoma coenzima q10 acabou,,,6514,a
lipossoma coenzima q10 24/04/2,lipossoma coenzima q10 acabou,,,6514,a
lipossomas a/e,lipossomos ae,,,80809,b
lipossomas ae,lipossomos ae,,,10995,b
lipossomas ae ,aquasome ae acabou,,,9230,a
lipossomas co q10,lipossomas co q10,,,6169,c
lipossomas coenz q10,lipossomas co q10,,,11202,c
lipossomas de ceramida,ceracutin,,,65493,b
lipossomas de colageno,colageno liquido 50%,,,11691,c
lipossomas de gingko biloba,ginkgo biloba lipossomas,,,7581,c
lipossomas de retinol (s) ,vit a   liquida,"79812","07695",7087,a
lipossomas ec,lipossomas ec,,,10994,b
lipossomas ginco biloba,lipos.c/gincobiloba,,,2755,b
lipossomas ginkgo biloba (sin),ext gl ginkgo biloba,,,6803,a
lipossomas vit ae,lipossomas vit ae,,,4175,c
lipossomas vit e,lipossomas vit e,,,76466,b
lipossome complex,lipossomos ae,,,577,b
lipossomos ae,lipossomos ae,,,63368,b
lipossomos ae,aquasome ae acabou,,,5272,a
lipossomos mixture,lipossomos ae,,,5368,b
lipossomos vit a/e ,aquasome ae acabou,,,60428,a
lipowax wb,lanette n,,,63599,b
lipowheat,lipowheat,,,9393,c
lipowheat diluido,lipowheat diluido,,,11343,c
lipowheat(galena),lipowheat(galena),,,13966,b
liq. carb. detergenis,lcd,,,38441,b
liquor carb detergens,lcd,,,5263,a
lirio da paz floral (sg),lirio da paz floral (sg),,,3498,b
lirio real floral (sg),lirio real floral (sg),,,3504,b
lisado cerebro,hipofise total homeo,,,66278,b
lisado de bexiga homeo,lisado de bexiga homeo,,,14875,b
lisado de estomago,lisado de estomago,,,13617,b
lisado de saccharomyces topico,kop yeast,,,12413,b
lisado de timo ,timomodulina,,,2011,b
lisado placenta,colageno liquido,,,66266,b
lisdexanfetamina sob controle,lisdexanfetamina sob controle,"608137322","09708",5933,a
lisiandra floral (sg),lisiandra floral (sg),,,8210,b
lisina  ,l lisina hcl,"657272","05350",8361,a
lisina,lisina,,,54586,b
lisina hcl   ,l lisina hcl,"657272","05350",71973,a
lisina l,l lisina,,"05350",7616,c
lisinopril,lisinopril dihidratado,"83915837","09491",4399,a
lisinopril,lisinopril,,,73090,b
lisinopril dihidratado,lisinopril dihidratado,"83915837","09491",4107,a
litesse,polidextrose,,,4822,b
litesse     (s)    ,polidextrose,"68424044","11335",7739,a
lithium carbonicum homeo,lithium carbonicum homeo,,,7593,b
lithium metallicum homeo,lithium metallicum homeo,,,3065,b
lithotanium calcareo,calcio ostra,,,39731,b
litraderm *,hidrocortisona *,,,65638,b
little flannel flower fl- aus,little flannel flower fl- aus,,,7264,b
ln 2 out,ln2out( venceu),,,10860,b
ln 2in(biovital),ln 2in(biovital),,,3294,b
ln-2 out uso topico acabou,ln-2 out uso topico acabou,,,41175,a
ln2 in (s) nutricolin,nutricolin,"10193369",,11906,a
ln2 in sinonimo ,bio arct aqia,,,5238,a
ln2 out,ln2 out,,,5304,c
ln2 out ,ln-2 out uso topico acabou,,,7467,a
ln2out( venceu),ln2out( venceu),,,8587,b
lobeira ,berinjela ext seco acabou,,,7968,a
lobelia inflata homeo,lobelia inflata homeo,,,7824,b
locao,locao lanete,,,76855,b
locao adstringente,locao adstringente,,,73210,b
locao alcoolica,alcool 70 % (manip),,,49736,b
locao alcoolica,alcool 70%,,,2830,a
locao anionica pronta ,locao lanette pronta,,,2527,a
locao apropriada p/ iodo,alcool 70%,,,10419,a
locao base  ,locao lanette pronta,,,2834,a
locao capilar,alcool 70 % (manip),,,66151,b
locao capilar,tricho sol,,,10622,c
loçao capilar,tricho sol,,,9461,c
locao capilar a 20 % para sulf,sol capilar 20% p sulfato mino,,,10615,b
locao capilar latanoprosta,espumil,,,8427,c
locao capilar para sulfato min,sol capilar 20% p sulfato mino,,,10616,b
locao capilar sem alcool ,trichosol fagron,,,11804,a
locao capilar sem propileno ,trichosol fagron,,,11805,a
locao capilar site,alcool 70% formulas,,,11274,c
locao clean,locao oil free,,,10835,b
locao cremosa   ,locao lanette pronta,,,2837,a
locao cremosa hidratante ,locao lanette pronta,,,8568,a
locao cremosa hidratante ,locao nao ionico pronta,,,8566,a
locao cremosa para os,locao cremosa para os,,,39494,b
locao cristais liquidos,locao oil free,,,2026,b
locao cristal liquido ,base second skin,,,11600,a
locao croda,locao nao ionica,,,11097,b
locao hidratante,locao hidratante,,,4340,b
locao hidratante  ,locao lanette pronta,,,2836,a
locao hidratante nao comedogen,lc oil free pronta,,,5292,a
locao hidroalcoolica,alcool 70%,,,2832,a
locao hidroalcoolica,alcool 70 % (manip),,,49700,b
loçao hidroalcoolica,alcool 70% formulas,,,11944,c
locao hipoalergenica,locao oil free,,,15502,b
locao hipoalergenica ,locao nao ionico pronta,,,9300,a
locao hipoalergenica (s),creme nao ionico pronto,,,11646,a
locao hipoalergenica (s),lc oil free pronta,,,11650,a
locao lanete,locao lanete,,,76818,b
locao lanette oil free,locao lanette oil free,,,2735,b
locao lanette p/ neomicin ,locao nao ionico pronta,,,7741,a
locao lanette pronta,locao lanette pronta,,,2525,a
locao limpeza suave,locao limpeza suave,,,11790,b
locao n ionica,locao nao ionica,,,11096,b
locao nao comedogenica,lc oil free pronta,,,5293,a
locao nao ionica,locao nao ionica,,,2736,b
locao nao ionica nova,locao nao ionica nova,,,4815,b
locao nao ionica p/ hidroquino,locao lanette pronta,,,10085,a
locao nao ionica p/ hidroquino,locao lanette pronta,,,8149,a
locao nao ionico pronta,locao nao ionico pronta,,,2529,a
locao nikomulese,locao oil free,,,1449,b
locao nutritiva  ,locao lanette pronta,,,8155,a
locao oil free,locao oil free,,,6628,c
locao oil free,locao oil free,,,3827,b
loção oil free,loção oil free,,,1291,b
locao oil free pronta,lc oil free pronta,,,2845,a
locao olivem,locao oil free,,,14041,b
locao para hidroquinona ,locao lanette pronta,,,7752,a
loçao para unhas,alcool 70% formulas,,,9573,c
locao para unhas = liquido,propilenoglicol,"57556","07455",11969,a
locao plus  nao usar esse,gel creme plus pronto 31/08/21,,,4797,a
locao sem alcool e propilenog,trichosol fagron,,,11806,a
locao siliconada fluida acabou,emulsao agua e silicone,,,6216,a
locao silk   ,locao lanette pronta,,,5078,a
locao silk,locao oil free,,,13403,b
locao soft,locao oil free,,,10834,b
locao tonica s/ alcool,locao tonica s/ alcool,,,65225,b
locao trifasica fuida acabou,emulsao agua e silicone,,,6081,a
locao ungueal,propilenoglicol,"57556","07455",7634,a
locarserina,lorcaserina (proibido),,,8392,c
long jack,epimedium,,,12097,c
long jack,long jack (em falta),,,5244,b
long jack,long jack,,,61779,a
long jack es,long jack,,,12037,a
longevicel,longevicel,,,8108,b
longevicel ,longevicell,"84082677",,4099,a
longevicell,longevicell,"84082677",,37196,a
longevicell,longevicell,,,6771,c
longevicell 12/05/21,longevicell,"84082677",,37196,a
longevinol,longevicel,,,8110,b
longevinol r,longevicell,"84082677",,5239,a
lonicera caprifolium,honey suckle *,,,8712,c
loniten *,minoxidil base,,,72187,b
loquat leaf extract,lifesolic,,,11361,b
loratadina,loratadina,,"05416",6842,c
loratadina 31/03/21,loratadina,"79794755","05416",19665,a
loratadina acabou,loratadina,"79794755","05416",19665,a
loratadine ,loratadina,"79794755","05416",8253,a
loratadine,loratadine,,,19665,b
lorazepam,lorazepam,"846491","05417",58166,a
lorazepam .,lorazepam .,"846491","05417",2780,b
lorazepam 1:10,lorazepam 1:10,,,8180,c
lorazepam dil 1/10,lorazepam dil 1/10,,,3970,b
lorazepam mp ,lorazepam,"846491","05417",10102,a
lorazepam puro (nao usar),lorazepam puro (nao usar),"846491","05417",4265,c
lorazepan ,lorazepam,"846491","05417",10101,a
lorcaserina (proibido),lorcaserina (proibido),,,6558,c
lorol c 16,al cetilico,,,16913,b
losartan ,losartan potassio,"124750998","05432",4387,a
losartan monopotassico ,losartan potassio,"124750998","05432",37515,a
losartan potassico,losartan potassio,"124750998","05432",9084,a
losartan potassico **,losartan potassico **,,"05432",6734,c
losartan potassio,losartan potassio,"124750998","05432",4386,a
losartan potassio,losartan potassio,,,77768,b
losartana,losartan potassio,"124750998","05432",9082,a
losartana,losartan potassico **,,"05432",10999,c
losartana potassica,losartan potassio,"124750998","05432",9083,a
lotus azul(sg),lotus azul(sg),,,4478,b
lotus do egito floral (sg),lotus do egito floral (sg),,,3093,b
lotus floral (cal),lotus floral (cal),,,7074,b
lotus magnolia floral (sg),lotus magnolia floral (sg),,,4244,b
lotus rutina,biorusol acabou,,,1367,a
lotus rutina,biorusol,,,83458,b
lotuspure,lotuspure,,,11722,c
love lies bleeding floral- cal,love lies bleeding floral- cal,,,7076,b
lowat,adipogen,,,13943,b
lowat,lowat,,,6574,c
"lowat 1:2 fator 1,5",lowat 1:2  acabou,,,11320,a
"lowat 1:2 fator 1,5 01/05/21",lowat 1:2  acabou,,,11320,a
ls anti oxy,green tea ext seco,,"10702",13293,a
lss ,lauril sulfato sodio,"85586078","05178",36501,a
lt4,t4 tetraiodotronina dil 1/1000,,,3935,b
lt4 p/ humanos e vet,t4 diluido 1 : 100,,,4494,a
lubragel (s) ,fucogel,,,7057,a
lubrajel,lubrajel,,,8930,b
lubrificante para articulações,cmo,,,11835,b
luesinum ho,syphilinum ho,,,10994,c
luezinum ho,luezinum ho,,,4592,c
luffa operculata homeo,luffa operculata homeo,,,7317,b
lugol,solucao de lugol 5%,,,11565,c
lumi base (polytechno),lumi base (polytechno),,,13436,a
lumibase(biotec),lumibase(biotec),,,13093,b
lumicease,lumicease,,,11457,c
lumin white,lumin white,,,3857,b
luminecense inn,luminecense inn,,,9560,c
luminecense liquido,luminecense topico,,,12757,a
luminecense out,luminecense out,,,9559,c
luminecense out (topico),luminecense out (topico),,,9493,b
luminecense topico,luminecense topico,,,11987,a
luminecense uso interno,luminecense inn,,,9561,c
luminecense uso topico,luminecense out,,,9562,c
luminescensse in (oral),luminescensse in (oral),,,14168,b
luminox,cloridrato aluminio 50%,,,13990,b
lumiskin,lumiskin mbal,,,14479,b
lumiskin,lumiskin,,,11014,c
lumiskin mbal,lumiskin mbal,,,14398,b
lupulo,humulus lupulus,,,9078,b
lupulo,lupulus ext seco,"8060284","10723",12817,a
lupulus ext seco,lupulus ext seco,"8060284","10723",3188,a
luteina,luteina,"127402","09482",4979,a
luteina 10%,luteina 10%,"127402",,6701,c
luteina 10%,luteina 10%,,,8448,b
luteolina,luteolina,,,12163,b
luxesense,luxesense,,,9494,b
luxessence ,essenskin,,,11334,a
luxessense,luxesense,,,14449,b
lycopene ,lycopene extract,"502658","09488",7815,a
lycopene extract,lycopene extract,"502658","09488",7814,a
lycopene homeo,lycopene homeo,,,9029,b
lycopene isoterapico homeo,lycopene isoterapico homeo,,,9828,b
lycopodium clav ho,lycopodium clavatum ho,,,10671,c
lycopodium clavatum ho,lycopodium clavatum ho,,,4574,c
lycopodium clavatum homeo,pes leoninus homeo,,,13203,b
lycopodium clavatum lm,lycopodium clavatum lm,,,9813,b
lycopodium ho,lycopodium clavatum ho,,,10672,c
lycorice ext seco,alcacuz ext seco,,,9390,c
lys lastine,longevicel,,,8224,b
lyslastine,elastina veg hidrol acabou,"91080181",,4575,a
lytenol a,sytenol,,,14726,b
lytenol a,lytenol a,,,11254,c
