"name","orgininalName","cas","dcb","code","pharmacy"
peptideo biomimetico do alfa -,greyverse,,,13606,b
peptideo de cobre,copper peptideo,,,10321,c
peptideo de cobre lipossomado,cooper peptideo,"49557757",,10306,a
peptideo e ext de red clover,capixyl,,,15497,b
peptideos de cobre,fator idp2,,,12988,b
peptiglucom,pp2,"9042824",,11687,a
peptilene ultra (s),argireline,"122996",,10353,a
peptiline ultra,argireline,,,2741,b
pera essencia **,essencia pera,,,7783,c
percloreto ferrico,cloreto de ferro hexahidratado,,,5456,a
percloreto ferro,cloreto de ferro hexahidratado,,,12394,a
perfectbase gel natrozol ,gel natrosol pronto,,,7700,a
perfluoropolimetilsopeterhcr ,fomblim hc/r,"69991679",,4945,a
perfluoropolymethylisopropyl,fomblim hc/r,"69991679",,31499,a
perfume homeo,perfume homeo,,,7044,b
peridrol *,peroxido hidrogenio *,,,62455,b
perilla frutescence,benegut,,,14410,b
perna canalicullus ,chitosan,"1398614",,9614,a
perna canaliculus consultar an,perna canaliculus consultar an,,,11122,b
perna canaliculus extract,green shell acabou,,,5343,a
perna canilucus ,green shell acabou,,,5318,a
perola negra charcol scrub,perola negra charcol scrub,,,11720,c
peroxido benzoila,peroxido benzoila,,,55554,b
peroxido benzoila (usar este),curoxyl nutrifarm,,,12299,a
peroxido benzoila 40% gel,curoxyl nutrifarm,,,12292,a
peroxido de benzoila,peroxido de benzoila,,"07003",4000,c
peroxido de benzoila usar esse,curoxyl nutrifarm,,,12338,a
peroxido hidrogenio (h2o2),peroxido hidrogenio (h2o2),,,11452,a
peroxido hidrogenio *,peroxido hidrogenio *,,,55530,b
peroxyl,curoxyl nutrifarm,,,13611,a
peroxyl,peroxido benzoila,,,14666,b
perpetua floral (sg),perpetua floral (sg),,,4349,b
persea americana ,abacateiro po,,,2037,a
persea gratissima ,abacateiro po,,,1282,a
persea gratissima,abacateiro,,,967,b
persea gratissima *,abacateiro ext seco,,,7582,c
persea gratissima extract ,abacateiro po,,,9506,a
persea persea ,abacateiro po,,,1130,a
persia,abacateiro,,,37552,b
pertussinum homeo,pertussinum homeo,,,7042,b
peruvian maca,maca po,,,9073,c
pes leoninus,lycopodium clavatum homeo,,,9701,b
pes leoninus homeo,pes leoninus homeo,,,7030,b
pes ursinus ,lycopodium clavatum homeo,,,14022,b
pes ursinus homeo,pes ursinus homeo,,,10589,b
petasites hybridus,petasites hybridus,,,11365,b
petasites hybridus,butterbur florien acabou,,,12892,a
petrolato liquido,vaselina liquida,,,63230,b
petrolato liquido,vaselina liquida 16/07/2021,"8012951","09388",63230,a
petrolato solido,vaselina solida,,,63241,b
petrolato solido,vaselina solida,"308069070","09104",63241,a
petrolatum,vaselina solida,"308069070","09104",71171,a
petrolatum,vaselina solida,,,71171,b
petrolatum amarelo,vaselina solida,,,72862,b
petrolatum base **,vaselina solida **,,"09104",7556,c
petrolatum branco,vaselina solida,"308069070","09104",37455,a
petrolatum liquido ,vaselina liquida 16/07/2021,"8012951","09388",5284,a
petrolatum polyethylene,unigel,,,3617,a
petrolatum solido,vaselina solida,"308069070","09104",5283,a
petroleum ho,petroleum ho,,,4533,c
petroleum homeo,petroleum homeo,,,7045,b
petroselium ,fucus ext seco,,,41832,a
petroselium sativum,fucus ext seco,,,69899,b
peumus boldus ext seco ,boldo ext seco,,,41930,a
peumus boldus homeo,peumus boldus homeo,,,8320,b
peumus boldus tm,peumus boldus tm,,,6647,b
peumus boldus tm,peumus boldus tm,,,13423,b
pfaffia paniculada po *,pfaffia paniculada po *,,,6820,c
pfaffia paniculata pó,pfaffia paniculata pÓ,,,43149,a
pfaffia paniculata tm,pfaffia paniculata tm,,,6525,b
pfafia paniculata,pfafia paniculata,,,53960,b
pfafia paniculata po,pfaffia paniculata pÓ,,,43173,a
pfafia stenophyla,pfafia paniculata,,,63095,b
pfafia tintura,ginseng coreano tintura,,,9459,c
pffafia paniculata es,panax ginseng ext seco,,,13395,a
pfm blue,microesferas azuis,,,74810,b
pfm white  ,microesferas poliet branca,,,2741,a
pharmabase creme galenol n,creme lanette   tipo led,,,7096,a
pharmacolor ar ,vitacolor ar,,,14689,b
pharmacolor bege,pharmacolor bege,,,14687,b
pharmacolor bege,pharmacolor bege,,,8128,c
pharmacolor bronze,pharmacolor bronze,,,14688,b
pharmacolor nude,neutracolor n.02  acabou,,,11189,a
pharmacolor nude,pharmacolor nude,,,8126,c
phaseolus vulgaris,faseolamina,,,9605,a
phaseolus vulgaris,faseolamina,,,3120,b
phaseolus vulgaris extrato 40% **,faseolamina,"00000",,7493,c
phellod. a murense,berberina ext seco 97%,,,12739,b
phelodendron,berberina hcl,"633658",,12229,a
phelodendron ext seco,berberis vulgaris ext seco,,,10563,c
phelodendron ext seco 97%,berberina ext seco 97%,,,12736,b
phenibut,phenibut,,,4987,c
phenibut,phenibut,,,9542,b
phenibut (viafarma) acabou,phenibut   sob enc,"3060411",,9542,a
phenobact,phenonip,,,1209,b
phenochem,phenonip,,,3723,b
phenogard,phenonip,,,9676,b
phenolphtaleina homeo,phenolphtaleina homeo,,,13920,b
phenonip,phenonip,,,55992,b
pheohydrane (s),extr gl algas marinhas,,,5028,a
phetanol,furosemide,,,74883,b
phisalis,physavie,,,12041,c
phitocell p/ cabelo (s) ,ceramide uso externo 27/07/21,,,10176,a
phlorentin,phorentin,,,10500,b
phloretin,phloretin,,,11165,c
phloretin pomage,pomage,,,13667,b
phloretin sob enc,phloretin,,,9837,a
phoenix dactylifera uso extern,rosage(galena saiu de linha,,,11461,b
pholia magra,cordia ecaliculata,,,2898,b
pholia magra,cordia ecalyculata,,,7703,c
pholia magra (s),cordia ecalyculata,,,13451,a
pholia magra com selo autentic,pholia magra com selo autentic,,,10854,b
pholia negra,ilex paraguaiense,,,12564,b
pholia negra  acabou,pholia negra  acabou,,,43046,a
pholia negra (s),ilex paraguaiensis,,,13576,a
pholia negra extrato seco **,pholia negra extrato seco **,,,6561,c
pholia roja ,ilex paraguaiensis,,,10280,a
pholia roja,pholia roja,,,8053,b
phollia magra,cordia ecaliculata,,,2895,b
pholliamagra,cordia ecaliculata,,,2897,b
pholretin,phorentin,,,13400,b
phorentin,phorentin,,,9391,b
phoretin,phloretin,,,13558,a
phoretin sob enc,phloretin,,,9837,a
phosal(pharmanostra),phosal(pharmanostra),,,10969,b
phosfator,phosfator,,,6260,c
phosfator,phosfator,,,10326,b
phosphori acidum ho,phosphori acidum ho,,,4534,c
phosphorus ho,phosphorus ho,,,4535,c
phosphorus homeo,phosphorus homeo,,,7790,b
phylanthus niruri tm,phylanthus niruri tm,,,8336,b
phyllanthus floral (mg),phyllanthus floral (mg),,,6869,b
phyllanthus niruri,quebra pedra,,,8874,b
phyllanthus niruri ext seco,quebra pedra ext seco,,,8874,a
phyllantus niruri ext fluido **,quebra pedra tintura,,,7875,c
phyllantus niruri po **,quebra pedra po **,,,7785,c
physalis,physavie,,,12040,c
physasun,physasun,,,14482,b
physasun,physasun,,,11264,c
physavie,physavie,,,10195,c
physavie,physavie,,,11984,b
phytgen,phytogen,,,12644,b
phytgen,phytgen,,,8950,c
phyto leite de soja,iris iso,,,5111,b
phyto poma,phyto poma,,,14720,b
phyto poma,phyto poma,,,9565,c
phytobase,gel creme oil free,,,5821,b
phytocell tec md (s) ,drieline,"8013012",,10251,a
phytodermin,phytosphigosine acabou,"554621",,5329,a
phytodescongestive,phytodescongestive,,,5488,b
phytoesfingosine,phytoesfingosine,,,1301,b
phytoesterois,isoflavona,"574129","11176",13536,a
phytofucus,fucus ext seco,,,66450,b
phytogen,phytogen,,,12635,b
phytogen (lemma) sob enc,phytogen (lemma) sob enc,,,12189,a
phytolaca,phytolaca decandra,,,49955,b
phytolaca decandra,phytolaca decandra,,,3657,b
phytolacca dec ho,phytolacca dec ho,,,4536,c
phytolacca decandra homeo,phytolacca decandra homeo,,,6528,b
phytonadione topico,vit k1 topica fitomena 18/07/2,"84800","04060",2058,a
phytosphigosine 04/03/21,phytosphigosine acabou,"554621",,3593,a
phytosphigosine acabou,phytosphigosine acabou,"554621",,3593,a
phytosphingosine,phytosphingosine,,,9666,c
phytosqualan,phytosqualan,,,11584,c
phytosqualan,phytosqualan,,,8949,b
phytotesto,fenogrego,,,9753,c
phytotesto,fenulife conc,,,14036,b
picnogenol,picnogenol,,,65961,b
picnogenol ext seco,picnogenol ext seco,,,5491,c
picnogenol topico,ol uva,,,13190,a
picnogenol uso interno ,pinus pinaster extract interno,,,32420,a
picnogenol uso topic usar 8747,coffeskin,,,6359,a
picolinato cromo 1:10,picolinato cromo 1:10,,,8401,c
picolinato de cromo,picolinato de cromo,"14639259","09882",99989,a
picolinato de cromo,picolinato de cromo,,,39573,b
pidolato de sodio *,pca-na,,"00325",7679,c
pigions africans,pygeum africanum,,,2805,b
pigmerise,pigmerise,,,4322,c
pill food,pill food,,,16019,b
"pill food c/ finasteride 0,5mg","pill food c/ finasteride 0,5mg",,,2054,b
pillocarpus microphyllus topic,tint jaborandi,"84604035",,5738,a
pilocarpina hcl (uso e) acabou,pilocarpina hcl (uso e) acabou,"54717","07050",55633,a
pilocarpina somente uso extern,pilocarpina hcl (uso e) acabou,"54717","07050",12151,a
pilocarpus jaborandi homeo,pilocarpus jaborandi homeo,,,15038,b
pilocarpus microphyllus homeo,pilocarpus microphyllus homeo,,,14364,b
pilocarpus microphyllus tintura **,jaborandi tintura **,,,7334,c
pilocarpus microphyllus tm,pilocarpus microphyllus tm,,,6665,b
pimenta branca,capsiate,,,8396,a
pimenta caiena concentrada,capsiate,,,8355,b
pimenta cayena ,capsiate,,,9822,a
pimenta doce concentrada,capsiate,,,8354,b
pimenta dos monges uso externo,happybelle - pe,,,4511,b
pimenta dos monges uso interno,agnus castus,,,4512,b
pimenta negra,piperina,,,11884,c
pimenta negra  ,bioperine,"94622",,11729,a
pimenta negra,bioperine,,,8027,b
pimenta pó,capsiate 40%,,,8983,c
pimenta preta  ,bioperine,"94622",,62120,a
pimenta preta,piperina,,,11885,c
pimobendam,pimobendam,"74150279","07070",8631,a
pimobendana,pimobendam,"74150279","07070",13617,a
pimpinella anisum tm,pimpinella anisum tm,,,10294,b
pina berry,acai ext seco,,,13098,a
pine ,pine fl - bach,,,10155,a
pine *,pine *,,,5478,c
pine fl - bach,pine fl - bach,,,69851,a
pine floral (bach),pine floral (bach),,,53790,b
pinetonina,pinetonina,,,12326,b
pinetonina,pinetonina,,,5691,c
pinheiro,pine *,,,8729,c
pinheiro libertacao (sg),pinheiro libertacao (sg),,,3502,b
pink monkey flower,pink monkey flower,,,3766,b
pink yarrow (cal),pink yarrow (cal),,,4513,b
pinnathin,acafrao ext seco,,"10823",11114,a
pinus floral (mg),pinus floral (mg),,,6870,b
pinus pinaster ext seco,picnogenol ext seco,,,7718,c
pinus pinaster extract,picnogenol,,,1832,b
pinus pinaster extract interno,pinus pinaster extract interno,,,1384,a
pinus pinaster topico ,ol uva,,,11690,a
pinus sylvestris,pine *,,,8728,c
pioglitasona,pioglitasona,,,11995,b
pioglitazona ,pioglitazona hcl,"112529154","07083",17671,a
pioglitazona hcl acabou,pioglitazona hcl,"112529154","07083",21206,a
piper  fl. (sg),piper  fl. (sg),,,3026,b
piper betle e dolichos bifloru,adipogen,,,10768,b
piper methysticum,kawa-kawa ext seco,,,4945,b
piper methysticum  ,kawa kawa ext seco,,,1512,a
piper methysticum extrato seco,kava kava extrato seco,,,7607,c
piper metisticum tint,kawa kawa tintura,,,11477,c
piper nigrum,piperina,,,9687,c
piper nigrum  ,bioperine,"94622",,12531,a
piper nigrum homeo,piper nigrum homeo,,,6533,b
piper nigrun extract,bioperine,,,8703,b
piperina,bioperine,,,8028,b
piperina  ,bioperine,"94622",,62122,a
piperina,piperina,,,4036,c
piperina extrato seco,bioperine,,,9241,b
pipper nigrum,bioperine,"94622",,6197,a
piracetam,piracetam,,,55864,b
piracetam,piracetam,"7491749","07133",55864,a
piracetam,piracetam,,,6354,c
piridoxal 5 fosfato,"5- piridoxal fosfato",,,9552,b
piridoxal 5 fosfato mono,piridoxal 5-fosfato,"41468251",,12074,a
piridoxal 5 fosfato mono **,piridoxal 5 fosfato mono **,,,6714,c
piridoxal 5-fosfato,piridoxal 5-fosfato,"41468251",,2192,a
piridoxal fosfato ,piridoxal 5-fosfato,"41468251",,5271,a
piridoxal fosfato,"5- piridoxal fosfato",,,2834,b
piridoxina,piridoxina,,,55580,b
piridoxina,vit b6,"58560","07167",58683,a
piridoxina cloridrato,vitamina b6,,"07167",7294,c
piridoxina hcl,vit b6,"58560","07167",45718,a
piritiona zincica  ,piritionato zinco,"13463417","07183",40302,a
piritionato de zinco,piritionato de zinco,,,6797,c
piritionato zinco,piritionato zinco,,,56042,b
piritionato zinco,piritionato zinco,"13463417","07183",56042,a
piroctona olamina **,octopirox olamina,,,7360,c
piroctone olamina,octopirox,,,72217,b
piroctone olamina ,octopirox,"68890664",,72217,a
piroxene,piroxicam,,,68834,b
piroxicam,piroxicam,,,55591,b
piroxicam,piroxicam,"36322904","07211",55591,a
piroxican **,piroxican **,,"07211",5658,c
piroxiflan,piroxicam,,,74664,b
pirroloquinolina quinona,pqq diluido 1/10,,,5692,b
pirroloquinolina quinona,pqq,,,9651,b
pirroloquinolina quinona ,pqq pirroloquinolina,,,10373,a
pirroloquinolina quinona dissodico,pqq,"122628506",,7822,c
pirroloquinona quin ,pqq pirroloquinolina,,,10372,a
pirus malus homeo,pirus malus homeo,,,8632,b
piruvato calcio ,piruvato de calcio,"52009140",,22479,a
piruvato de calcio,piruvato de calcio,"52009140",,9621,a
piruvato de calcio (confirmar,piruvato de calcio,,,616,b
piruvato de calcio **,piruvato de calcio **,,,6158,c
piruvato de calcio acabou,piruvato de calcio,"52009140",,9621,a
pitanga maça acabou,ess pitanga topico,,,10237,a
pitavastatina,pitavastatina,,,8816,b
piterodon spp ext seco  ,sucupira ext seco,,,6202,a
pizotifeno ,maleato pizotifeno,"5189117","07241",10103,a
pizotifeno 1/100,pizotifeno 1/100,,,10122,b
pizotifeno c/maleato,maleato pizotifeno,"5189117","07241",7996,a
plactranthus barbatus ,boldo ext seco,,,6402,a
planta carnivora,adipo trap,,,11308,b
planta maca,maca po,,,9071,c
plantago floral (mg),plantago floral (mg),,,6872,b
plantago incarnata,glucomannan,,,74615,b
plantago ovata ,psylliun,,,35085,a
plantago ovata,psyllium,,,2569,b
plantago ovata **,psyllium po,,,7382,c
plantago psilium ,psylliun,,,10307,a
plantago psylium,psyllium,,,10162,b
plantarem 1.200,plantarem 1.200,,,68901,b
plantaren 2000,plantaren 2000,,,5585,b
plaquetas homeo,plaquetas homeo,,,7457,b
plastic powder,cs 400 (consultar),,,10374,b
plastic powder cs 400,cs 400 (consultar),,,10379,b
plastik powder,cs 400 (consultar),,,10373,b
platina homeo,platina homeo,,,7891,b
platinum metallicum homeo,platinum metallicum homeo,,,7611,b
platinum muriatricum ho,platinum muriatricum ho,,,11593,c
plumbum metallicum homeo,plumbum metallicum homeo,,,7411,b
plumeria lancifolia tm,plumeria lancifolia tm,,,6643,b
pneumococcinum homeo,pneumococcinum homeo,,,13189,b
pneumos boldo,boldo,,,19902,b
pneumus boldus ext seco ,boldo ext seco,,,41929,a
pneumus boldus homeo,pneumus boldus homeo,,,9877,b
po caroco damasco 31/07/2020,apricot kernel acabou,"68650442",,9637,a
po caseiro ho,po de casa ho,,,11761,c
po de cobertor,po de cobertor,,,9960,b
pó de construção,pó de construção,,,9924,b
po de construcao homeo,po de construcao homeo,,,14737,b
po domestico ho,po de casa ho,,,11762,c
po domiciliar ho,po de casa ho,,,12081,c
po hemostatico,alumen - po pouco,,,11497,a
po panax ginensg ,pfaffia paniculata pÓ,,,12570,a
po pfaffia paniculata ,pfaffia paniculata pÓ,,,43150,a
po semente damasco 31/07/2020,apricot kernel acabou,"68650442",,9636,a
poaia rosa (sg),poaia rosa (sg),,,3024,b
podofilina,podofilina,,,55610,b
podofilina,podofilina,,,5535,c
podofilina 26/02/2021,podofilina,"9000559",,55610,a
podofilina alcalina ,podofilina,"9000559",,3438,a
podofilina alcalina,podofilina,,,3438,b
podofilina sob enc,podofilina,"9000559",,55610,a
podophyllium,podofilina,"9000559",,1105,a
podophyllum,podofilina,"9000559",,1104,a
podophyllum peltatum homeo,podophyllum peltatum homeo,,,7892,b
poeira,po de casa ho,,,11963,c
poeira domestica homeo,poeira domestica homeo,,,4700,b
poeira e germe superiores,poeira e germe superiores,,,4445,b
poeiras e germes das vas. home,poeiras e germes das vas. home,,,9773,b
poejo tint,mentha puleginum tm,,,9243,b
poemus boldus,boldo,,,11629,b
poia rosa(sg),poia rosa(sg),,,4348,b
poison flower floral (cal),poison flower floral (cal),,,7111,b
poison oak floral (cal),poison oak floral (cal),,,7112,b
polar ice (ala),polar ice (ala),,,12347,b
polawax,polawax,,,55621,b
polen homeo,polen homeo,,,10221,b
poli dextrose,polidextrose,"68424044","11335",13112,a
policosanol,policosanol,,,8520,c
policosanol,policosanol,,,1315,b
policosanol,policosanol,"557619",,32545,a
polidextrose,polidextrose,,,3387,b
polidextrose,polidextrose,"68424044","11335",37979,a
polidroxiacido   ,gluconolactona,"90802",,32200,a
polienzimas digestivas,digezyme,,,11742,b
polienzimas pancreaticas,pancreatina p/ caps,"8049476","06811",36544,a
polietilenoglicol,carbowax 400,,,4194,b
polietilenoglicol (peg) ,carbowax 4000,"25322683","05474",11258,a
polietilenoglicol **,peg 4000,,"05474",7871,c
polietilenoglicol 4.000  ,carbowax 4000,"25322683","05474",36578,a
polietilenoglicol 400,peg 400 liquido acabou,"9002920","05183",4194,a
polietilenoglicol 4000,peg 4000,,"05474",10942,c
polifenois camellia sinensis,green tea ext seco,,"10702",10420,a
polifil,base polifil,,,10302,c
polifil,polifil,,,14440,b
polihidroxiacido    ,gluconolactona,"90802",,32199,a
polimero jr 5 (s) shampoo,pp2,"9042824",,5214,a
polimero jr5,polyquaternum 10,,,1802,b
polimero jr5 acabou,polimero jr5 acabou,,,16378,a
polimero jrx,hydra polymer jrx,,,9951,b
polimixina b (consultar antes),polimixina b (consultar antes),,,52206,b
polipeptide -5,fator tgf,,,9901,b
polipeptide 1,bfgf,,,10357,b
polipodio leucotomos ,polypodium leucotomos,,"11530",9534,a
polipodium extrato ,polypodium leucotomos,,"11530",12519,a
polipodium leucotomos,polypodium leucotomus,,,7904,c
poliquaternio 10 acabou,polimero jr5 acabou,,,40248,a
polisorbato 80 **,tween 80,,"07275",7573,c
polissacarideo topico ,fucogel,,,7563,a
"polissacarideos 13,5%+triterpe",wegg lem,,,11142,b
polissorbato 20  ,tween 20 p/ latanoprosta,"9005645","07272",5565,a
polissorbato 80,tween 80,,,63228,b
polissorbato 80  acabou,tween 80,"9005656","07275",63228,a
pollushield,pollushield,,,12581,b
poltquaternum,hydra polymer jrx,,,9952,b
polvidine,polvidine,,,66953,b
polyamide-5,orgasol caresse,,,14609,b
polybase ct,polawax,,,1232,b
polybase n,lanette n,,,1234,b
polygonum aviculare homeo,polygonum aviculare homeo,,,6693,b
polygonum cuspidatum,resveratrol,"501360","11392",9062,c
polygonum punct. ho,polygonum punct. ho,,,4609,c
polygonum punctatum tm,polygonum punctatum tm,,,6537,b
polygonum punctatun homeo,polygonum punctatun homeo,,,9895,b
polygreen,ol oliva,,,2243,b
polymia,guarana,,,72424,b
polyolprepolymer-2,pp2,"9042824",,39007,a
polyonum cuspidatum,resveratrol,,,15065,b
polypeptide 1 ,fator bfgf,"106096939",,4831,a
polypodium leucotomos,polypodium leucotomos,,"11530",38825,a
polypodium leucotomos,polypodium leucotomos,,,2993,b
polypodium leucotomus,polypodium leucotomus,,,3963,c
polyquaternum 10,polyquaternum 10,,,1793,b
polytrap (s),seborregular,,,5679,a
pomactive hfv,pomactive hfv,,,5774,b
pomada,pomada,,,75231,b
pomada ano retal,pomada lano vaselinada,,,10811,b
pomada de peg,pomada de peg,,,9100,b
pomada gel,unigel,,,7853,a
pomada hidrofilica,unigel,,,8872,a
pomada lano vaselinada,pomada lano vaselinada,,,76806,b
